variant,iterations,survival_slope_per_100,survival_p,survival_r2,score_slope_per_100,score_p,score_r2,entropy_slope_per_100,entropy_p,entropy_r2,val_win_slope_per_100,val_win_p,val_win_r2,first,last
imitation_16,80,66.92862165963433,1.4060407658872672e-12,0.47648307652658833,1.1811421933861872,2.8618718487781705e-06,0.24619552446591506,-1.0303451276889386,4.355864676537827e-22,0.6999702105347182,0.0,,,67.5,141.33333333333334
imitation_64x32,70,145.9956842504301,1.8204060355588774e-12,0.5207237112708459,3.2360368435008917,7.716142742318246e-08,0.34797267651945246,-1.262018688609309,4.470781679380981e-21,0.7312005420666052,0.5353862304260345,0.009214665034226343,0.09556644213104724,99.5,183.5
imitation_128x64,60,147.05195887746595,2.769145128987918e-06,0.31748497535212783,3.131037458723135,5.7694294523459535e-05,0.2451747205039303,-1.5435892131549036,1.8753823434168422e-20,0.7752102181763812,0.5418171714365101,0.04250970423933084,0.06905512969288853,75.66666666666667,211.83333333333334
ppo_16,80,57.07864510079701,5.9099860985027255e-08,0.3155745626590767,0.7097675384645379,0.023978093483537067,0.06363875997178119,0.2694146233689777,1.8682163371617352e-18,0.6286994430842322,-0.25199249882794184,0.09103448316321348,0.03617922353790143,177.16666666666666,250.0
ppo_64x32,80,1.313095796218151,0.8852080638990556,0.0002688973680866019,-1.3365063094932135,3.6830440901353646e-05,0.19723004823804852,0.8419184558040416,7.956368244973601e-47,0.9301153523509392,-0.6674871073605251,1.7417557078080212e-05,0.2118475277697356,193.5,211.0
ppo_128x64,80,-6.086156040006262,0.5686119666617022,0.004184806261905692,-1.5494431683722165,1.300198711565399e-06,0.26079200929724616,0.849123420324236,7.587145306938138e-36,0.8664880024948906,-0.799929676511955,2.969964414695433e-07,0.28743771199442425,228.75,172.20833333333334
