variant,wins,games,win_rate,ci_low,ci_high
imitation_xavier_uniform,12,75,0.16,0.09396421323774289,0.25916915797745316
imitation_he_uniform,1,75,0.013333333333333334,0.002357490433136912,0.07173537424743781
imitation_zeros,0,75,0.0,0.0,0.04872554590470005
ppo_xavier_uniform,13,75,0.17333333333333334,0.10419048023286545,0.2743102097582053
ppo_he_uniform,4,75,0.05333333333333334,0.020933088960043124,0.1292617320481556
ppo_zeros,0,75,0.0,0.0,0.04872554590470005
